teamA,teamB,teamAAttack,teamAMidfield,teamADefense,teamAFormScore,teamAStrength,teamBAttack,teamBMidfield,teamBDefense,teamBFormScore,teamBStrength,result
"Türkiye","Tunisia","80","79","75","10","80","72","74","78","8","74","teamAWin"
"Tunisia","Türkiye","72","74","78","8","74","80","79","75","10","80","teamBWin"
"Türkiye","Sweden","80","79","75","10","80","79","80","79","10","80","draw"
"Sweden","Türkiye","79","80","79","10","80","80","79","75","10","80","draw"
"Türkiye","Belgium","80","79","75","10","80","82","84","78","10","82","draw"
"Belgium","Türkiye","82","84","78","10","82","80","79","75","10","80","draw"
"Türkiye","Egypt","80","79","75","10","80","79","76","75","10","78","draw"
"Egypt","Türkiye","79","76","75","10","78","80","79","75","10","80","draw"
"Türkiye","Iran","80","79","75","10","80","75","76","77","8","75","teamAWin"
"Iran","Türkiye","75","76","77","8","75","80","79","75","10","80","teamBWin"
"Türkiye","New Zealand","80","79","75","10","80","70","69","71","7","69","teamAWin"
"New Zealand","Türkiye","70","69","71","7","69","80","79","75","10","80","teamBWin"
"Türkiye","Spain","80","79","75","10","80","86","90","84","13","90","teamBWin"
"Spain","Türkiye","86","90","84","13","90","80","79","75","10","80","teamAWin"
"Türkiye","Cape Verde","80","79","75","10","80","72","73","72","8","72","teamAWin"
"Cape Verde","Türkiye","72","73","72","8","72","80","79","75","10","80","teamBWin"
"Türkiye","Saudi Arabia","80","79","75","10","80","74","75","73","8","74","teamAWin"
"Saudi Arabia","Türkiye","74","75","73","8","74","80","79","75","10","80","teamBWin"
"Türkiye","Uruguay","80","79","75","10","80","83","82","82","10","83","teamBWin"
"Uruguay","Türkiye","83","82","82","10","83","80","79","75","10","80","teamAWin"
"Türkiye","France","80","79","75","10","80","90","84","83","10","87","teamBWin"
"France","Türkiye","90","84","83","10","87","80","79","75","10","80","teamAWin"
"Türkiye","Senegal","80","79","75","10","80","81","79","81","10","81","draw"
"Senegal","Türkiye","81","79","81","10","81","80","79","75","10","80","teamAWin"
"Türkiye","Norway","80","79","75","10","80","84","80","76","10","82","teamBWin"
"Norway","Türkiye","84","80","76","10","82","80","79","75","10","80","teamAWin"
"Türkiye","Iraq","80","79","75","10","80","72","73","72","10","74","teamAWin"
"Iraq","Türkiye","72","73","72","10","74","80","79","75","10","80","teamBWin"
"Türkiye","Argentina","80","79","75","10","80","88","86","82","13","89","teamBWin"
"Argentina","Türkiye","88","86","82","13","89","80","79","75","10","80","teamAWin"
"Türkiye","Algeria","80","79","75","10","80","78","79","76","10","79","draw"
"Algeria","Türkiye","78","79","76","10","79","80","79","75","10","80","draw"
"Türkiye","Austria","80","79","75","10","80","79","82","79","10","81","draw"
"Austria","Türkiye","79","82","79","10","81","80","79","75","10","80","teamAWin"
"Türkiye","Jordan","80","79","75","10","80","71","72","70","8","71","teamAWin"
"Jordan","Türkiye","71","72","70","8","71","80","79","75","10","80","teamBWin"
"Türkiye","Portugal","80","79","75","10","80","87","84","80","10","85","teamBWin"
"Portugal","Türkiye","87","84","80","10","85","80","79","75","10","80","teamAWin"
"Türkiye","Uzbekistan","80","79","75","10","80","73","75","74","10","76","teamAWin"
"Uzbekistan","Türkiye","73","75","74","10","76","80","79","75","10","80","teamBWin"
"Türkiye","Colombia","80","79","75","10","80","82","81","78","10","82","draw"
"Colombia","Türkiye","82","81","78","10","82","80","79","75","10","80","draw"
"Türkiye","DR Congo","80","79","75","10","80","74","74","75","8","74","teamAWin"
"DR Congo","Türkiye","74","74","75","8","74","80","79","75","10","80","teamBWin"
"Türkiye","England","80","79","75","10","80","86","86","84","13","89","teamBWin"
"England","Türkiye","86","86","84","13","89","80","79","75","10","80","teamAWin"
"Türkiye","Croatia","80","79","75","10","80","77","84","79","8","79","draw"
"Croatia","Türkiye","77","84","79","8","79","80","79","75","10","80","draw"
"Türkiye","Ghana","80","79","75","10","80","76","75","73","7","74","teamAWin"
"Ghana","Türkiye","76","75","73","7","74","80","79","75","10","80","teamBWin"
"Türkiye","Panama","80","79","75","10","80","72","73","72","10","74","teamAWin"
"Panama","Türkiye","72","73","72","10","74","80","79","75","10","80","teamBWin"
"Germany","Curacao","84","85","80","8","82","70","70","69","8","70","teamAWin"
"Curacao","Germany","70","70","69","8","70","84","85","80","8","82","teamBWin"
"Germany","Ivory Coast","84","85","80","8","82","80","78","77","10","80","teamAWin"
"Ivory Coast","Germany","80","78","77","10","80","84","85","80","8","82","teamBWin"
"Germany","Ecuador","84","85","80","8","82","78","79","80","8","78","teamAWin"
"Ecuador","Germany","78","79","80","8","78","84","85","80","8","82","teamBWin"
"Germany","Netherlands","84","85","80","8","82","82","83","86","10","84","teamBWin"
"Netherlands","Germany","82","83","86","10","84","84","85","80","8","82","draw"
"Germany","Japan","84","85","80","8","82","80","82","78","10","81","draw"
"Japan","Germany","80","82","78","10","81","84","85","80","8","82","draw"
"Germany","Tunisia","84","85","80","8","82","72","74","78","8","74","teamAWin"
"Tunisia","Germany","72","74","78","8","74","84","85","80","8","82","teamBWin"
"Germany","Sweden","84","85","80","8","82","79","80","79","10","80","teamAWin"
"Sweden","Germany","79","80","79","10","80","84","85","80","8","82","draw"
"Germany","Belgium","84","85","80","8","82","82","84","78","10","82","teamAWin"
"Belgium","Germany","82","84","78","10","82","84","85","80","8","82","draw"
"Germany","Egypt","84","85","80","8","82","79","76","75","10","78","teamAWin"
"Egypt","Germany","79","76","75","10","78","84","85","80","8","82","teamBWin"
"Germany","Iran","84","85","80","8","82","75","76","77","8","75","teamAWin"
"Iran","Germany","75","76","77","8","75","84","85","80","8","82","teamBWin"
"Germany","New Zealand","84","85","80","8","82","70","69","71","7","69","teamAWin"
"New Zealand","Germany","70","69","71","7","69","84","85","80","8","82","teamBWin"
"Germany","Spain","84","85","80","8","82","86","90","84","13","90","teamBWin"
"Spain","Germany","86","90","84","13","90","84","85","80","8","82","teamAWin"
"Germany","Cape Verde","84","85","80","8","82","72","73","72","8","72","teamAWin"
"Cape Verde","Germany","72","73","72","8","72","84","85","80","8","82","teamBWin"
"Germany","Saudi Arabia","84","85","80","8","82","74","75","73","8","74","teamAWin"
"Saudi Arabia","Germany","74","75","73","8","74","84","85","80","8","82","teamBWin"
"Germany","Uruguay","84","85","80","8","82","83","82","82","10","83","draw"
"Uruguay","Germany","83","82","82","10","83","84","85","80","8","82","teamAWin"
"Germany","France","84","85","80","8","82","90","84","83","10","87","draw"
"France","Germany","90","84","83","10","87","84","85","80","8","82","teamAWin"
"Germany","Senegal","84","85","80","8","82","81","79","81","10","81","teamAWin"
"Senegal","Germany","81","79","81","10","81","84","85","80","8","82","draw"
"Germany","Norway","84","85","80","8","82","84","80","76","10","82","draw"
"Norway","Germany","84","80","76","10","82","84","85","80","8","82","draw"
"Germany","Iraq","84","85","80","8","82","72","73","72","10","74","teamAWin"
"Iraq","Germany","72","73","72","10","74","84","85","80","8","82","teamBWin"
"Germany","Argentina","84","85","80","8","82","88","86","82","13","89","teamBWin"
"Argentina","Germany","88","86","82","13","89","84","85","80","8","82","teamAWin"
"Germany","Algeria","84","85","80","8","82","78","79","76","10","79","teamAWin"
"Algeria","Germany","78","79","76","10","79","84","85","80","8","82","teamBWin"
"Germany","Austria","84","85","80","8","82","79","82","79","10","81","teamAWin"
"Austria","Germany","79","82","79","10","81","84","85","80","8","82","teamBWin"
"Germany","Jordan","84","85","80","8","82","71","72","70","8","71","teamAWin"
"Jordan","Germany","71","72","70","8","71","84","85","80","8","82","teamBWin"
"Germany","Portugal","84","85","80","8","82","87","84","80","10","85","draw"
"Portugal","Germany","87","84","80","10","85","84","85","80","8","82","draw"
"Germany","Uzbekistan","84","85","80","8","82","73","75","74","10","76","teamAWin"
"Uzbekistan","Germany","73","75","74","10","76","84","85","80","8","82","teamBWin"
"Germany","Colombia","84","85","80","8","82","82","81","78","10","82","teamAWin"
"Colombia","Germany","82","81","78","10","82","84","85","80","8","82","draw"
"Germany","DR Congo","84","85","80","8","82","74","74","75","8","74","teamAWin"
"DR Congo","Germany","74","74","75","8","74","84","85","80","8","82","teamBWin"
"Germany","England","84","85","80","8","82","86","86","84","13","89","teamBWin"
"England","Germany","86","86","84","13","89","84","85","80","8","82","teamAWin"
"Germany","Croatia","84","85","80","8","82","77","84","79","8","79","draw"
"Croatia","Germany","77","84","79","8","79","84","85","80","8","82","teamBWin"
"Germany","Ghana","84","85","80","8","82","76","75","73","7","74","teamAWin"
"Ghana","Germany","76","75","73","7","74","84","85","80","8","82","teamBWin"
"Germany","Panama","84","85","80","8","82","72","73","72","10","74","teamAWin"
"Panama","Germany","72","73","72","10","74","84","85","80","8","82","teamBWin"
"Curacao","Ivory Coast","70","70","69","8","70","80","78","77","10","80","teamBWin"
"Ivory Coast","Curacao","80","78","77","10","80","70","70","69","8","70","teamAWin"
"Curacao","Ecuador","70","70","69","8","70","78","79","80","8","78","teamBWin"
"Ecuador","Curacao","78","79","80","8","78","70","70","69","8","70","teamAWin"
"Curacao","Netherlands","70","70","69","8","70","82","83","86","10","84","teamBWin"
"Netherlands","Curacao","82","83","86","10","84","70","70","69","8","70","teamAWin"
"Curacao","Japan","70","70","69","8","70","80","82","78","10","81","teamBWin"
"Japan","Curacao","80","82","78","10","81","70","70","69","8","70","teamAWin"
"Curacao","Tunisia","70","70","69","8","70","72","74","78","8","74","teamBWin"
"Tunisia","Curacao","72","74","78","8","74","70","70","69","8","70","teamAWin"
"Curacao","Sweden","70","70","69","8","70","79","80","79","10","80","teamBWin"
"Sweden","Curacao","79","80","79","10","80","70","70","69","8","70","teamAWin"
"Curacao","Belgium","70","70","69","8","70","82","84","78","10","82","teamBWin"
"Belgium","Curacao","82","84","78","10","82","70","70","69","8","70","teamAWin"
"Curacao","Egypt","70","70","69","8","70","79","76","75","10","78","teamBWin"
"Egypt","Curacao","79","76","75","10","78","70","70","69","8","70","teamAWin"
"Curacao","Iran","70","70","69","8","70","75","76","77","8","75","teamBWin"
"Iran","Curacao","75","76","77","8","75","70","70","69","8","70","teamAWin"
"Curacao","New Zealand","70","70","69","8","70","70","69","71","7","69","draw"
"New Zealand","Curacao","70","69","71","7","69","70","70","69","8","70","draw"
"Curacao","Spain","70","70","69","8","70","86","90","84","13","90","teamBWin"
"Spain","Curacao","86","90","84","13","90","70","70","69","8","70","teamAWin"
"Curacao","Cape Verde","70","70","69","8","70","72","73","72","8","72","teamBWin"
"Cape Verde","Curacao","72","73","72","8","72","70","70","69","8","70","teamAWin"
"Curacao","Saudi Arabia","70","70","69","8","70","74","75","73","8","74","teamBWin"
"Saudi Arabia","Curacao","74","75","73","8","74","70","70","69","8","70","draw"
"Curacao","Uruguay","70","70","69","8","70","83","82","82","10","83","teamBWin"
"Uruguay","Curacao","83","82","82","10","83","70","70","69","8","70","teamAWin"
"Curacao","France","70","70","69","8","70","90","84","83","10","87","teamBWin"
"France","Curacao","90","84","83","10","87","70","70","69","8","70","teamAWin"
"Curacao","Senegal","70","70","69","8","70","81","79","81","10","81","teamBWin"
"Senegal","Curacao","81","79","81","10","81","70","70","69","8","70","teamAWin"
"Curacao","Norway","70","70","69","8","70","84","80","76","10","82","teamBWin"
"Norway","Curacao","84","80","76","10","82","70","70","69","8","70","teamAWin"
"Curacao","Iraq","70","70","69","8","70","72","73","72","10","74","teamBWin"
"Iraq","Curacao","72","73","72","10","74","70","70","69","8","70","draw"
"Curacao","Argentina","70","70","69","8","70","88","86","82","13","89","teamBWin"
"Argentina","Curacao","88","86","82","13","89","70","70","69","8","70","teamAWin"
"Curacao","Algeria","70","70","69","8","70","78","79","76","10","79","teamBWin"
"Algeria","Curacao","78","79","76","10","79","70","70","69","8","70","teamAWin"
"Curacao","Austria","70","70","69","8","70","79","82","79","10","81","teamBWin"
"Austria","Curacao","79","82","79","10","81","70","70","69","8","70","teamAWin"
"Curacao","Jordan","70","70","69","8","70","71","72","70","8","71","draw"
"Jordan","Curacao","71","72","70","8","71","70","70","69","8","70","draw"
"Curacao","Portugal","70","70","69","8","70","87","84","80","10","85","teamBWin"
"Portugal","Curacao","87","84","80","10","85","70","70","69","8","70","teamAWin"
"Curacao","Uzbekistan","70","70","69","8","70","73","75","74","10","76","teamBWin"
"Uzbekistan","Curacao","73","75","74","10","76","70","70","69","8","70","teamAWin"
"Curacao","Colombia","70","70","69","8","70","82","81","78","10","82","teamBWin"
"Colombia","Curacao","82","81","78","10","82","70","70","69","8","70","teamAWin"
"Curacao","DR Congo","70","70","69","8","70","74","74","75","8","74","teamBWin"
"DR Congo","Curacao","74","74","75","8","74","70","70","69","8","70","teamAWin"
"Curacao","England","70","70","69","8","70","86","86","84","13","89","teamBWin"
"England","Curacao","86","86","84","13","89","70","70","69","8","70","teamAWin"
"Curacao","Croatia","70","70","69","8","70","77","84","79","8","79","teamBWin"
"Croatia","Curacao","77","84","79","8","79","70","70","69","8","70","teamAWin"
"Curacao","Ghana","70","70","69","8","70","76","75","73","7","74","teamBWin"
"Ghana","Curacao","76","75","73","7","74","70","70","69","8","70","teamAWin"
"Curacao","Panama","70","70","69","8","70","72","73","72","10","74","draw"
"Panama","Curacao","72","73","72","10","74","70","70","69","8","70","teamAWin"
"Ivory Coast","Ecuador","80","78","77","10","80","78","79","80","8","78","teamAWin"
"Ecuador","Ivory Coast","78","79","80","8","78","80","78","77","10","80","draw"
"Ivory Coast","Netherlands","80","78","77","10","80","82","83","86","10","84","teamBWin"
"Netherlands","Ivory Coast","82","83","86","10","84","80","78","77","10","80","teamAWin"
"Ivory Coast","Japan","80","78","77","10","80","80","82","78","10","81","draw"
"Japan","Ivory Coast","80","82","78","10","81","80","78","77","10","80","teamAWin"
"Ivory Coast","Tunisia","80","78","77","10","80","72","74","78","8","74","teamAWin"
"Tunisia","Ivory Coast","72","74","78","8","74","80","78","77","10","80","draw"
"Ivory Coast","Sweden","80","78","77","10","80","79","80","79","10","80","draw"
"Sweden","Ivory Coast","79","80","79","10","80","80","78","77","10","80","teamAWin"
"Ivory Coast","Belgium","80","78","77","10","80","82","84","78","10","82","teamBWin"
"Belgium","Ivory Coast","82","84","78","10","82","80","78","77","10","80","draw"
"Ivory Coast","Egypt","80","78","77","10","80","79","76","75","10","78","draw"
"Egypt","Ivory Coast","79","76","75","10","78","80","78","77","10","80","teamBWin"
"Ivory Coast","Iran","80","78","77","10","80","75","76","77","8","75","teamAWin"
"Iran","Ivory Coast","75","76","77","8","75","80","78","77","10","80","teamBWin"
"Ivory Coast","New Zealand","80","78","77","10","80","70","69","71","7","69","teamAWin"
"New Zealand","Ivory Coast","70","69","71","7","69","80","78","77","10","80","teamBWin"
"Ivory Coast","Spain","80","78","77","10","80","86","90","84","13","90","teamBWin"
"Spain","Ivory Coast","86","90","84","13","90","80","78","77","10","80","teamAWin"
"Ivory Coast","Cape Verde","80","78","77","10","80","72","73","72","8","72","teamAWin"
"Cape Verde","Ivory Coast","72","73","72","8","72","80","78","77","10","80","teamBWin"
"Ivory Coast","Saudi Arabia","80","78","77","10","80","74","75","73","8","74","teamAWin"
"Saudi Arabia","Ivory Coast","74","75","73","8","74","80","78","77","10","80","teamBWin"
"Ivory Coast","Uruguay","80","78","77","10","80","83","82","82","10","83","draw"
"Uruguay","Ivory Coast","83","82","82","10","83","80","78","77","10","80","draw"
"Ivory Coast","France","80","78","77","10","80","90","84","83","10","87","teamBWin"
"France","Ivory Coast","90","84","83","10","87","80","78","77","10","80","teamAWin"
"Ivory Coast","Senegal","80","78","77","10","80","81","79","81","10","81","draw"
"Senegal","Ivory Coast","81","79","81","10","81","80","78","77","10","80","draw"
"Ivory Coast","Norway","80","78","77","10","80","84","80","76","10","82","teamBWin"
"Norway","Ivory Coast","84","80","76","10","82","80","78","77","10","80","draw"
"Ivory Coast","Iraq","80","78","77","10","80","72","73","72","10","74","teamAWin"
"Iraq","Ivory Coast","72","73","72","10","74","80","78","77","10","80","teamBWin"
"Ivory Coast","Argentina","80","78","77","10","80","88","86","82","13","89","teamBWin"
"Argentina","Ivory Coast","88","86","82","13","89","80","78","77","10","80","teamAWin"
"Ivory Coast","Algeria","80","78","77","10","80","78","79","76","10","79","teamAWin"
"Algeria","Ivory Coast","78","79","76","10","79","80","78","77","10","80","draw"
"Ivory Coast","Austria","80","78","77","10","80","79","82","79","10","81","draw"
"Austria","Ivory Coast","79","82","79","10","81","80","78","77","10","80","draw"
"Ivory Coast","Jordan","80","78","77","10","80","71","72","70","8","71","teamAWin"
"Jordan","Ivory Coast","71","72","70","8","71","80","78","77","10","80","teamBWin"
"Ivory Coast","Portugal","80","78","77","10","80","87","84","80","10","85","teamBWin"
"Portugal","Ivory Coast","87","84","80","10","85","80","78","77","10","80","teamAWin"
"Ivory Coast","Uzbekistan","80","78","77","10","80","73","75","74","10","76","teamAWin"
"Uzbekistan","Ivory Coast","73","75","74","10","76","80","78","77","10","80","draw"
"Ivory Coast","Colombia","80","78","77","10","80","82","81","78","10","82","draw"
"Colombia","Ivory Coast","82","81","78","10","82","80","78","77","10","80","teamAWin"
"Ivory Coast","DR Congo","80","78","77","10","80","74","74","75","8","74","draw"
"DR Congo","Ivory Coast","74","74","75","8","74","80","78","77","10","80","teamBWin"
"Ivory Coast","England","80","78","77","10","80","86","86","84","13","89","teamBWin"
"England","Ivory Coast","86","86","84","13","89","80","78","77","10","80","teamAWin"
"Ivory Coast","Croatia","80","78","77","10","80","77","84","79","8","79","draw"
"Croatia","Ivory Coast","77","84","79","8","79","80","78","77","10","80","draw"
"Ivory Coast","Ghana","80","78","77","10","80","76","75","73","7","74","teamAWin"
"Ghana","Ivory Coast","76","75","73","7","74","80","78","77","10","80","draw"
"Ivory Coast","Panama","80","78","77","10","80","72","73","72","10","74","teamAWin"
"Panama","Ivory Coast","72","73","72","10","74","80","78","77","10","80","teamBWin"
"Ecuador","Netherlands","78","79","80","8","78","82","83","86","10","84","teamBWin"
"Netherlands","Ecuador","82","83","86","10","84","78","79","80","8","78","draw"
"Ecuador","Japan","78","79","80","8","78","80","82","78","10","81","draw"
"Japan","Ecuador","80","82","78","10","81","78","79","80","8","78","draw"
"Ecuador","Tunisia","78","79","80","8","78","72","74","78","8","74","teamAWin"
"Tunisia","Ecuador","72","74","78","8","74","78","79","80","8","78","teamBWin"
"Ecuador","Sweden","78","79","80","8","78","79","80","79","10","80","draw"
"Sweden","Ecuador","79","80","79","10","80","78","79","80","8","78","draw"
"Ecuador","Belgium","78","79","80","8","78","82","84","78","10","82","teamBWin"
"Belgium","Ecuador","82","84","78","10","82","78","79","80","8","78","draw"
"Ecuador","Egypt","78","79","80","8","78","79","76","75","10","78","draw"
"Egypt","Ecuador","79","76","75","10","78","78","79","80","8","78","draw"
"Ecuador","Iran","78","79","80","8","78","75","76","77","8","75","draw"
"Iran","Ecuador","75","76","77","8","75","78","79","80","8","78","teamBWin"
"Ecuador","New Zealand","78","79","80","8","78","70","69","71","7","69","teamAWin"
"New Zealand","Ecuador","70","69","71","7","69","78","79","80","8","78","teamBWin"
"Ecuador","Spain","78","79","80","8","78","86","90","84","13","90","teamBWin"
"Spain","Ecuador","86","90","84","13","90","78","79","80","8","78","teamAWin"
"Ecuador","Cape Verde","78","79","80","8","78","72","73","72","8","72","teamAWin"
"Cape Verde","Ecuador","72","73","72","8","72","78","79","80","8","78","teamBWin"
"Ecuador","Saudi Arabia","78","79","80","8","78","74","75","73","8","74","teamAWin"
"Saudi Arabia","Ecuador","74","75","73","8","74","78","79","80","8","78","teamBWin"
"Ecuador","Uruguay","78","79","80","8","78","83","82","82","10","83","teamBWin"
"Uruguay","Ecuador","83","82","82","10","83","78","79","80","8","78","teamAWin"
"Ecuador","France","78","79","80","8","78","90","84","83","10","87","teamBWin"
"France","Ecuador","90","84","83","10","87","78","79","80","8","78","teamAWin"
"Ecuador","Senegal","78","79","80","8","78","81","79","81","10","81","draw"
"Senegal","Ecuador","81","79","81","10","81","78","79","80","8","78","draw"
"Ecuador","Norway","78","79","80","8","78","84","80","76","10","82","teamBWin"
"Norway","Ecuador","84","80","76","10","82","78","79","80","8","78","teamAWin"
"Ecuador","Iraq","78","79","80","8","78","72","73","72","10","74","teamAWin"
"Iraq","Ecuador","72","73","72","10","74","78","79","80","8","78","teamBWin"
"Ecuador","Argentina","78","79","80","8","78","88","86","82","13","89","teamBWin"
"Argentina","Ecuador","88","86","82","13","89","78","79","80","8","78","teamAWin"
"Ecuador","Algeria","78","79","80","8","78","78","79","76","10","79","draw"
"Algeria","Ecuador","78","79","76","10","79","78","79","80","8","78","draw"
"Ecuador","Austria","78","79","80","8","78","79","82","79","10","81","teamBWin"
"Austria","Ecuador","79","82","79","10","81","78","79","80","8","78","teamAWin"
"Ecuador","Jordan","78","79","80","8","78","71","72","70","8","71","teamAWin"
"Jordan","Ecuador","71","72","70","8","71","78","79","80","8","78","teamBWin"
"Ecuador","Portugal","78","79","80","8","78","87","84","80","10","85","teamBWin"
"Portugal","Ecuador","87","84","80","10","85","78","79","80","8","78","teamAWin"
"Ecuador","Uzbekistan","78","79","80","8","78","73","75","74","10","76","teamAWin"
"Uzbekistan","Ecuador","73","75","74","10","76","78","79","80","8","78","draw"
"Ecuador","Colombia","78","79","80","8","78","82","81","78","10","82","draw"
"Colombia","Ecuador","82","81","78","10","82","78","79","80","8","78","teamAWin"
"Ecuador","DR Congo","78","79","80","8","78","74","74","75","8","74","draw"
"DR Congo","Ecuador","74","74","75","8","74","78","79","80","8","78","draw"
"Ecuador","England","78","79","80","8","78","86","86","84","13","89","teamBWin"
"England","Ecuador","86","86","84","13","89","78","79","80","8","78","teamAWin"
"Ecuador","Croatia","78","79","80","8","78","77","84","79","8","79","draw"
"Croatia","Ecuador","77","84","79","8","79","78","79","80","8","78","draw"
"Ecuador","Ghana","78","79","80","8","78","76","75","73","7","74","teamAWin"
"Ghana","Ecuador","76","75","73","7","74","78","79","80","8","78","teamBWin"
"Ecuador","Panama","78","79","80","8","78","72","73","72","10","74","teamAWin"
"Panama","Ecuador","72","73","72","10","74","78","79","80","8","78","teamBWin"
"Netherlands","Japan","82","83","86","10","84","80","82","78","10","81","teamAWin"
"Japan","Netherlands","80","82","78","10","81","82","83","86","10","84","teamBWin"
"Netherlands","Tunisia","82","83","86","10","84","72","74","78","8","74","teamAWin"
"Tunisia","Netherlands","72","74","78","8","74","82","83","86","10","84","teamBWin"
"Netherlands","Sweden","82","83","86","10","84","79","80","79","10","80","teamAWin"
"Sweden","Netherlands","79","80","79","10","80","82","83","86","10","84","teamBWin"
"Netherlands","Belgium","82","83","86","10","84","82","84","78","10","82","draw"
"Belgium","Netherlands","82","84","78","10","82","82","83","86","10","84","draw"
"Netherlands","Egypt","82","83","86","10","84","79","76","75","10","78","teamAWin"
"Egypt","Netherlands","79","76","75","10","78","82","83","86","10","84","teamBWin"
"Netherlands","Iran","82","83","86","10","84","75","76","77","8","75","teamAWin"
"Iran","Netherlands","75","76","77","8","75","82","83","86","10","84","teamBWin"
"Netherlands","New Zealand","82","83","86","10","84","70","69","71","7","69","teamAWin"
"New Zealand","Netherlands","70","69","71","7","69","82","83","86","10","84","teamBWin"
"Netherlands","Spain","82","83","86","10","84","86","90","84","13","90","draw"
"Spain","Netherlands","86","90","84","13","90","82","83","86","10","84","teamAWin"
"Netherlands","Cape Verde","82","83","86","10","84","72","73","72","8","72","teamAWin"
"Cape Verde","Netherlands","72","73","72","8","72","82","83","86","10","84","teamBWin"
"Netherlands","Saudi Arabia","82","83","86","10","84","74","75","73","8","74","teamAWin"
"Saudi Arabia","Netherlands","74","75","73","8","74","82","83","86","10","84","teamBWin"
"Netherlands","Uruguay","82","83","86","10","84","83","82","82","10","83","draw"
"Uruguay","Netherlands","83","82","82","10","83","82","83","86","10","84","draw"
"Netherlands","France","82","83","86","10","84","90","84","83","10","87","draw"
"France","Netherlands","90","84","83","10","87","82","83","86","10","84","teamAWin"
"Netherlands","Senegal","82","83","86","10","84","81","79","81","10","81","draw"
"Senegal","Netherlands","81","79","81","10","81","82","83","86","10","84","draw"
"Netherlands","Norway","82","83","86","10","84","84","80","76","10","82","draw"
"Norway","Netherlands","84","80","76","10","82","82","83","86","10","84","draw"
"Netherlands","Iraq","82","83","86","10","84","72","73","72","10","74","teamAWin"
"Iraq","Netherlands","72","73","72","10","74","82","83","86","10","84","teamBWin"
"Netherlands","Argentina","82","83","86","10","84","88","86","82","13","89","draw"
"Argentina","Netherlands","88","86","82","13","89","82","83","86","10","84","teamAWin"
"Netherlands","Algeria","82","83","86","10","84","78","79","76","10","79","teamAWin"
"Algeria","Netherlands","78","79","76","10","79","82","83","86","10","84","draw"
"Netherlands","Austria","82","83","86","10","84","79","82","79","10","81","draw"
"Austria","Netherlands","79","82","79","10","81","82","83","86","10","84","draw"
"Netherlands","Jordan","82","83","86","10","84","71","72","70","8","71","teamAWin"
"Jordan","Netherlands","71","72","70","8","71","82","83","86","10","84","teamBWin"
"Netherlands","Portugal","82","83","86","10","84","87","84","80","10","85","draw"
"Portugal","Netherlands","87","84","80","10","85","82","83","86","10","84","draw"
"Netherlands","Uzbekistan","82","83","86","10","84","73","75","74","10","76","teamAWin"
"Uzbekistan","Netherlands","73","75","74","10","76","82","83","86","10","84","teamBWin"
"Netherlands","Colombia","82","83","86","10","84","82","81","78","10","82","teamAWin"
"Colombia","Netherlands","82","81","78","10","82","82","83","86","10","84","teamBWin"
"Netherlands","DR Congo","82","83","86","10","84","74","74","75","8","74","teamAWin"
"DR Congo","Netherlands","74","74","75","8","74","82","83","86","10","84","teamBWin"
"Netherlands","England","82","83","86","10","84","86","86","84","13","89","teamBWin"
"England","Netherlands","86","86","84","13","89","82","83","86","10","84","draw"
"Netherlands","Croatia","82","83","86","10","84","77","84","79","8","79","teamAWin"
"Croatia","Netherlands","77","84","79","8","79","82","83","86","10","84","teamBWin"
"Netherlands","Ghana","82","83","86","10","84","76","75","73","7","74","teamAWin"
"Ghana","Netherlands","76","75","73","7","74","82","83","86","10","84","teamBWin"
"Netherlands","Panama","82","83","86","10","84","72","73","72","10","74","teamAWin"
"Panama","Netherlands","72","73","72","10","74","82","83","86","10","84","teamBWin"
"Japan","Tunisia","80","82","78","10","81","72","74","78","8","74","teamAWin"
"Tunisia","Japan","72","74","78","8","74","80","82","78","10","81","teamBWin"
"Japan","Sweden","80","82","78","10","81","79","80","79","10","80","teamAWin"
"Sweden","Japan","79","80","79","10","80","80","82","78","10","81","draw"
"Japan","Belgium","80","82","78","10","81","82","84","78","10","82","draw"
"Belgium","Japan","82","84","78","10","82","80","82","78","10","81","draw"
"Japan","Egypt","80","82","78","10","81","79","76","75","10","78","draw"
"Egypt","Japan","79","76","75","10","78","80","82","78","10","81","draw"
"Japan","Iran","80","82","78","10","81","75","76","77","8","75","teamAWin"
"Iran","Japan","75","76","77","8","75","80","82","78","10","81","teamBWin"
"Japan","New Zealand","80","82","78","10","81","70","69","71","7","69","teamAWin"
"New Zealand","Japan","70","69","71","7","69","80","82","78","10","81","teamBWin"
"Japan","Spain","80","82","78","10","81","86","90","84","13","90","teamBWin"
"Spain","Japan","86","90","84","13","90","80","82","78","10","81","teamAWin"
"Japan","Cape Verde","80","82","78","10","81","72","73","72","8","72","teamAWin"
"Cape Verde","Japan","72","73","72","8","72","80","82","78","10","81","teamBWin"
"Japan","Saudi Arabia","80","82","78","10","81","74","75","73","8","74","teamAWin"
"Saudi Arabia","Japan","74","75","73","8","74","80","82","78","10","81","teamBWin"
"Japan","Uruguay","80","82","78","10","81","83","82","82","10","83","draw"
"Uruguay","Japan","83","82","82","10","83","80","82","78","10","81","teamAWin"
"Japan","France","80","82","78","10","81","90","84","83","10","87","teamBWin"
"France","Japan","90","84","83","10","87","80","82","78","10","81","teamAWin"
"Japan","Senegal","80","82","78","10","81","81","79","81","10","81","draw"
"Senegal","Japan","81","79","81","10","81","80","82","78","10","81","draw"
